key,target,emo_target,intensity,target_len,text_language,with_or_wo_itn,event_target,source,source_len
5f8f6930f8fac448cc0a7c1f,그래. 친구랑 약속도 좀 잡아볼게.,<|HAPPY|>,0.3,5,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f8f6930f8fac448cc0a7c1f.wav,455
5f5b48d654b2361621284699,너의 말대로 오랜만에 여행을 가는 것도 의미가 있을 거 같아.,<|HAPPY|>,0.2,10,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f5b48d654b2361621284699.wav,868
5ef893c9497740547350bea8,고마워. 언제든 힘들면 너한테 얘기할게. 너한테 말하면 편해져.,<|HAPPY|>,0.3,8,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5ef893c9497740547350bea8.wav,629
5fbe07becb503578af9eec19,나 드디어 프로젝트 끝났어.,<|HAPPY|>,0.8,4,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fbe07becb503578af9eec19.wav,476
5f712ac39e04b149046cbf40,없었어. 고마워.,<|HAPPY|>,0.2,2,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f712ac39e04b149046cbf40.wav,216
5f3fdd769dd513131eace861,그래. 음악도 듣고 맛있는 것도 먹고 친구들도 만나야 되겠어.,<|HAPPY|>,0.8,9,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f3fdd769dd513131eace861.wav,851
5fbcddf644697678c497bc7f,곰팡이 제거제를 써 봐야될 거 같아. 그거 좋은 아이디어인 거 같애.,<|HAPPY|>,0.1,11,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fbcddf644697678c497bc7f.wav,506
5f6acaeed338b948c4e685ca,정말? 나를 위해서 이렇게 애써 주니까 너무 고마워.,<|HAPPY|>,0.2,8,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f6acaeed338b948c4e685ca.wav,702
5f8c227ed338b948c4e69f47,"선수는 아니고, 달리는 운동을 너무 좋아해서 매번 열리고 있는 마라톤 대회에 나가고 있어.",<|HAPPY|>,0.5,13,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f8c227ed338b948c4e69f47.wav,967
5f831c6a9e04b149046cc6fb,나 축하해줘. 기분 좋은 일이 생겼어.,<|HAPPY|>,0.8,6,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f831c6a9e04b149046cc6fb.wav,467
5fb875944c55eb78bd7cdc2b,맞아. 기분이 너무 좋았어. 힘들기도 했지만 너무 뿌듯하다.,<|HAPPY|>,0.6,8,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fb875944c55eb78bd7cdc2b.wav,693
5f4144529dd513131eacee42,나 이번에 10km 마라토너로 뛰었거든. 그런데 내 기록보다 훨씬 좋은 기록이 나온 거야.,<|HAPPY|>,1.0,13,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f4144529dd513131eacee42.wav,932
5fbc65abcb503578af9ee63e,어제 먹다 남은 음식을 버렸더니 그런 것 같아.,<|HAPPY|>,0.1,8,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fbc65abcb503578af9ee63e.wav,885
5f635bbb54b2361621284d51,나 드디어 프로젝트 끝났어!,<|HAPPY|>,0.7,4,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f635bbb54b2361621284d51.wav,344
5fb8a52ecb503578af9edc1e,좋아. 신나는 음악 좀 추천해줘.,<|HAPPY|>,0.2,5,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fb8a52ecb503578af9edc1e.wav,420
5f5c0ba7b878131628349878,나는 일식이 더 좋을 거 같애.,<|HAPPY|>,0.1,6,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f5c0ba7b878131628349878.wav,305
5f86e52df8fac448cc0a6f15,선수는 아니고. 내가 운동을 좋아해서 한 번 해봤어.,<|HAPPY|>,0.5,8,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f86e52df8fac448cc0a6f15.wav,787
5fba3ced44697678c497b434,어. 거의 뭐 거의 선수라고 볼 수 있지.,<|HAPPY|>,0.2,8,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fba3ced44697678c497b434.wav,796
5f5d70003bd6941613f6d1ed,나 축하해줘! 기분 좋은 일이 있었어.,<|HAPPY|>,0.5,6,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f5d70003bd6941613f6d1ed.wav,450
5f893e8cf8fac448cc0a72d1,"프로젝트를 진행하느라고 친구들을 못 만났는데, 이번 기회에 만나봐야겠어.",<|HAPPY|>,0.7,8,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f893e8cf8fac448cc0a72d1.wav,779
5f8308e5f8fac448cc0a69b5,선수는 아니고 내가 운동을 좋아해서 조깅도 좋아하고.,<|HAPPY|>,0.3,7,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f8308e5f8fac448cc0a69b5.wav,860
5fbc9d654c55eb78bd7ce902,"아니, 해피가 목줄을 끊고 달려나가더라고.",<|HAPPY|>,0.1,5,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fbc9d654c55eb78bd7ce902.wav,625
5fbb842e44697678c497b7fd,네. 저 혼자 지금 갇혀있어요.,<|HAPPY|>,0.3,5,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fbb842e44697678c497b7fd.wav,339
5f5c22c654b2361621284789,드디어 구매한 노트북이 오늘 도착했어!,<|HAPPY|>,0.4,5,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f5c22c654b2361621284789.wav,501
5f8ada9dd338b948c4e69e2a,"우산이 있는데 비 맞을 일은 없어. 건강도 괜찮아, 아직은.",<|HAPPY|>,0.1,9,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f8ada9dd338b948c4e69e2a.wav,843
5f8305a6f8fac448cc0a69a3,그래. 재밌는 거 좀 찾아줘봐봐. 영화 좀 보게.,<|HAPPY|>,0.2,8,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f8305a6f8fac448cc0a69a3.wav,693
5f8da2259e04b149046cd698,그래. 보여줄게. 얼마나 예쁘고 비싼 향순지.,<|HAPPY|>,0.4,6,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f8da2259e04b149046cd698.wav,681
5f5b74942e23c7161acccf4f,헐! 나 이벤트에 당첨 되었어!,<|HAPPY|>,0.7,5,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f5b74942e23c7161acccf4f.wav,621
5e52344ff2fe7a3b1d545087,그래. 열심히 노력하다 보면 나도 언젠가는 멋진 시니어가 될 수 있을 거야. 그치?,<|HAPPY|>,0.1,13,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5e52344ff2fe7a3b1d545087.wav,809
5e37cc3633e9ad176cc9b1c7,고마워. 덕분에 이직도 한번 생각해볼게.,<|HAPPY|>,0.3,5,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5e37cc3633e9ad176cc9b1c7.wav,651
5f98dad3111dfd48d40ff734,너무 좋을 것 같아. 좋은 생각이야.,<|HAPPY|>,0.2,6,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f98dad3111dfd48d40ff734.wav,263
5f9284199e04b149046cdc88,나 축하해줘! 아주 기분 좋은 일이 있어.,<|HAPPY|>,0.9,7,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f9284199e04b149046cdc88.wav,493
5f6814b7111dfd48d40fcc7e,주변 사람들한테 이벤트에 당첨돼서 선물을 받았다고 자랑했어. 다들 부러워 해.,<|HAPPY|>,0.6,10,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f6814b7111dfd48d40fcc7e.wav,996
5f77e056111dfd48d40fd56b,나 축하해줘. 기분 좋은 일이 생겼어.,<|HAPPY|>,0.7,6,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f77e056111dfd48d40fd56b.wav,531
5f9017be111dfd48d40fef93,알았어. 오면은 바로 보여줄게.,<|HAPPY|>,0.4,4,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f9017be111dfd48d40fef93.wav,378
5f0443ffb140144dfcfeea7b,나도 그게 좋은 생각인 거 같아. 상대방에게 한 번 얘기해봐야겠어.,<|HAPPY|>,0.1,10,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f0443ffb140144dfcfeea7b.wav,881
5f90d4e6111dfd48d40ff02a,"내가 십킬로미터 마라톤 대회에 출전했는데, 예전에 내 기록을 헐씬 갱신했어.",<|HAPPY|>,0.7,10,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f90d4e6111dfd48d40ff02a.wav,753
5f788ce79e04b149046cc114,내일 친구를 만나기로 했는데 뭘 먹을지 모르겠어.,<|HAPPY|>,0.2,7,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f788ce79e04b149046cc114.wav,600
5f8c1e5b9e04b149046cd36a,내가 너무나 좋아하는 인플루언서가 진행하는 이벤트가 있었는데 거기에 당첨되었어.,<|HAPPY|>,0.7,9,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f8c1e5b9e04b149046cd36a.wav,885
5f5eb1052e23c7161accd15a,너가 추천한 곳이니까 정말 맛있을 거 같아! 고마워. 친구랑 잘 다녀올게.,<|HAPPY|>,0.5,11,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f5eb1052e23c7161accd15a.wav,971
5f697fd5f8fac448cc0a5c4f,난 양식이 좀 더 좋아.,<|HAPPY|>,0.2,5,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f697fd5f8fac448cc0a5c4f.wav,186
5f409ec99dd513131eaceb9e,알바비를 조금씩 모아서 산거기 땜에 비싼건 못 샀어.,<|HAPPY|>,0.4,8,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f409ec99dd513131eaceb9e.wav,693
5f70a4bf111dfd48d40fd3fc,에피타이저부터 푸짐하게 주는 집이 있어? 정말 좋을 것 같아.,<|HAPPY|>,0.3,9,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f70a4bf111dfd48d40fd3fc.wav,617
5f825a15f8fac448cc0a6917,나 축하해줘. 기분 좋은 일이 있어.,<|HAPPY|>,0.6,6,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f825a15f8fac448cc0a6917.wav,339
5f6e8a87d338b948c4e688cd,그럼. 내가 한달간 얼마나 고생했는데.,<|HAPPY|>,0.3,5,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f6e8a87d338b948c4e688cd.wav,399
5fb4d69d4c55eb78bd7cdb22,그치. 경찰 분들도 힘드실 거야.,<|HAPPY|>,0.1,5,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fb4d69d4c55eb78bd7cdb22.wav,493
5fbc682a4c55eb78bd7ce790,한 주에 백만원 이더라고.,<|HAPPY|>,0.1,4,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fbc682a4c55eb78bd7ce790.wav,856
5f8a557c111dfd48d40fe6eb,너무 좋은 생각인데? 그럼 그렇게 한번 해볼까?,<|HAPPY|>,0.2,7,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f8a557c111dfd48d40fe6eb.wav,369
5f992c9e111dfd48d40ff7ef,가방 안에 항상 우산을 가지고 다니니까 걱정 안 해도 돼. 내 몸은 괜찮아.,<|HAPPY|>,0.1,13,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f992c9e111dfd48d40ff7ef.wav,941
5f62b9643bd6941613f6d636,결승선을 통과하는 순간 힘든게 싹 사라지더라고.,<|HAPPY|>,0.5,6,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f62b9643bd6941613f6d636.wav,604
5f8ec1f3d338b948c4e6a43a,나 드디어 프로젝트가 끝났어.,<|HAPPY|>,0.7,4,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f8ec1f3d338b948c4e6a43a.wav,544
5f4149139dd513131eacee7a,나 드디어 프로젝트 끝냈어!,<|HAPPY|>,1.0,4,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f4149139dd513131eacee7a.wav,493
5f866c75111dfd48d40fe079,내가 10km 마라톤 대회에 출전했는데 예전의 내 기록을 훨씬 갱신했어.,<|HAPPY|>,0.7,10,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f866c75111dfd48d40fe079.wav,860
5fbb667bcb503578af9ee487,신나는 음악 좋지. 들을래!,<|HAPPY|>,0.4,4,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fbb667bcb503578af9ee487.wav,322
5f97ed309e04b149046ce056,달리는 동안에는 엄청 힘들었는데 결승선을 통과한 순간 기분이 엄청 좋았어.,<|HAPPY|>,0.7,10,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f97ed309e04b149046ce056.wav,894
5fb339a10fb0f33aa31ca175,나 드디어 프로젝트 끝났어.,<|HAPPY|>,0.3,4,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fb339a10fb0f33aa31ca175.wav,480
5f83095df8fac448cc0a69bd,나 축하해줘. 정말 기분 좋은 일 있었어.,<|HAPPY|>,0.6,7,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f83095df8fac448cc0a69bd.wav,365
5fb9f1d344697678c497b221,빠르게 치워보도록 할게. 고마워.,<|HAPPY|>,0.1,4,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fb9f1d344697678c497b221.wav,711
5fbce0634c55eb78bd7ceada,날씨는 춥긴 했는데 짭새들이 모여있더라고.,<|HAPPY|>,0.1,5,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fbce0634c55eb78bd7ceada.wav,399
5fbb88ee576e9378b67acc6a,그래야겠어. 고마워.,<|HAPPY|>,0.6,2,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fbb88ee576e9378b67acc6a.wav,779
5fb88870cb503578af9edb55,으응! 완전히 끝났어. 그래서 지금 너무 행복해.,<|HAPPY|>,0.4,7,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fb88870cb503578af9edb55.wav,523
5f85c3719e04b149046ccacc,달리는 크루가 있어서 지치고 힘들 때 큰 힘이 되어주고 있어.,<|HAPPY|>,0.3,10,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f85c3719e04b149046ccacc.wav,557
5f62d8bf2e23c7161accd51e,할수없지 뭐. 고마워.,<|HAPPY|>,0.1,3,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f62d8bf2e23c7161accd51e.wav,220
5f685970111dfd48d40fcce4,엄청 좋아요!,<|HAPPY|>,0.7,2,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f685970111dfd48d40fcce4.wav,177
5fbdd61144697678c497be3c,에이 선수는 아니야. 근데 내 기록을 깼어.,<|HAPPY|>,0.3,7,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fbdd61144697678c497be3c.wav,600
5f6eaf559e04b149046cbdc7,달리는 동안에는 너무나 힘들었는데 결승선을 통과하는 순간 기분이 엄청 좋았어!,<|HAPPY|>,0.6,10,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f6eaf559e04b149046cbdc7.wav,967
5f867d89d338b948c4e69713,다 그 맛에 하는 거지. 완전 기분 좋아.,<|HAPPY|>,0.9,8,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f867d89d338b948c4e69713.wav,373
5f708972111dfd48d40fd3cb,영화까지 찾아주면 난 정말 고맙지.,<|HAPPY|>,0.3,5,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f708972111dfd48d40fd3cb.wav,489
5f6772f2111dfd48d40fcc2b,노트북을 오래 쓸 수 있도록 보험에 가입하는 것도 생각해 볼게.,<|HAPPY|>,0.3,10,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f6772f2111dfd48d40fcc2b.wav,719
5f9a79d49e04b149046ce52c,해줄게. 너무너무 고마워.,<|HAPPY|>,0.5,3,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f9a79d49e04b149046ce52c.wav,339
5f68597ff8fac448cc0a5b17,그것도 좋은데 밖에 나가서 좀 놀고 싶네요?,<|HAPPY|>,0.4,7,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f68597ff8fac448cc0a5b17.wav,348
5f6b6ddc111dfd48d40fd00c,나 이벤트 당첨 됐어.,<|HAPPY|>,0.4,4,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f6b6ddc111dfd48d40fd00c.wav,356
5f3d4fc58a3c1005aa97ca23,맞아. 기분전환용 뭔가가 필요하긴 해. 좋은 생각이네. 한번 추천해줘 봐.,<|HAPPY|>,0.2,10,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f3d4fc58a3c1005aa97ca23.wav,928
5fbb81a8576e9378b67acc30,네. 사진을 찍어서 꼭 경찰에 신고하려고 해요.,<|HAPPY|>,0.2,7,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fbb81a8576e9378b67acc30.wav,608
5f92dd15d338b948c4e6a9cb,맞아. 크루랑 같이 움직여.,<|HAPPY|>,0.3,4,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f92dd15d338b948c4e6a9cb.wav,617
5fb9dce0cb503578af9edf01,응. 발표랑 뭐 다른 연구도 다 끝났어. 진짜 완전 홀가분해.,<|HAPPY|>,0.2,10,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fb9dce0cb503578af9edf01.wav,903
5f6817b4f8fac448cc0a5ad1,친구를 강남역에서 만나기로 했어.,<|HAPPY|>,0.1,4,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f6817b4f8fac448cc0a5ad1.wav,391
5f83b4e2d338b948c4e692c5,선수는 절대 아니고.,<|HAPPY|>,0.4,3,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f83b4e2d338b948c4e692c5.wav,245
5f85c89a9e04b149046ccade,오랜만에 여행을 다녀오는 것도 좋을 것 같아. 생각 한번 해볼게!,<|HAPPY|>,0.6,10,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f85c89a9e04b149046ccade.wav,621
5f97fb7c111dfd48d40ff5bd,한 명 뽑는데 내가 된 거야.,<|HAPPY|>,0.7,6,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f97fb7c111dfd48d40ff5bd.wav,309
5fbcb91b4c55eb78bd7ce9ad,어! 그것도 괜찮다. 그동안 친구들 많이 못 만났거든.,<|HAPPY|>,0.1,8,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fbcb91b4c55eb78bd7ce9ad.wav,843
5fbb92ca4c55eb78bd7ce6f1,그랬으면 좋겠다.,<|HAPPY|>,0.3,2,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fbb92ca4c55eb78bd7ce6f1.wav,331
5f825a589e04b149046cc5d1,너무너무 좋았어.,<|HAPPY|>,0.6,2,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f825a589e04b149046cc5d1.wav,237
5f7001519e04b149046cbea2,함께 달리는 크루가 있어서 내가 지치고 힘들 때마다 큰 힘이 되어줬어.,<|HAPPY|>,0.8,11,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f7001519e04b149046cbea2.wav,877
5fbcd38844697678c497bc2e,그게 좋겠다. 들어줘서 고마워.,<|HAPPY|>,0.2,4,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fbcd38844697678c497bc2e.wav,425
5f0a6fbab140144dfcff2060,아 그래 그거 좋은 생각이다. 한번 물어봐야겠어!,<|HAPPY|>,0.4,7,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f0a6fbab140144dfcff2060.wav,531
5fbc67d6cb503578af9ee653,마라톤 경기에서 내 기록을 갱신했어.,<|HAPPY|>,0.2,5,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fbc67d6cb503578af9ee653.wav,676
5f8123f39e04b149046cc41c,나를 위해서 음악이랑 영화도 찾아주고 정말 고마워.,<|HAPPY|>,0.3,7,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f8123f39e04b149046cc41c.wav,608
5fb37d0b48cdda3a922e4f03,짜장면에서 벌레가 나왔다니까?,<|HAPPY|>,0.1,3,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5fb37d0b48cdda3a922e4f03.wav,386
5f789b37111dfd48d40fd637,신나는 음악을 좋아해.,<|HAPPY|>,0.2,3,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f789b37111dfd48d40fd637.wav,288
5f8f6f92d338b948c4e6a536,당첨 선물이 내가 갖고 싶었던 거라서 엄청 마음에 들어!,<|HAPPY|>,0.8,9,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f8f6f92d338b948c4e6a536.wav,612
5f9a2e47f8fac448cc0a8791,완전 마음에 들지. 나 이거 완전 가지고 싶었거든.,<|HAPPY|>,0.8,8,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f9a2e47f8fac448cc0a8791.wav,416
5f6c3a4d111dfd48d40fd0ae,나 축하해줘! 기분 좋은 일 있어.,<|HAPPY|>,0.5,6,<|ko|>,<|withitn|>,<|Speech|>,./dataset/samples/5f6c3a4d111dfd48d40fd0ae.wav,467
